source_word,target_word,source_pos,target_pos,morpheme,type,segments
žhnout,žhnoucí,V,J,cí,suffix,"('žhnout', '#cí')"
žmolit,ožmolit,V,V,o,prefix,"('o#', 'žmolit')"
žmolit,rozžmolit,V,V,roz,prefix,"('roz#', 'žmolit')"
žmolit,sežmolit,V,V,se,prefix,"('se#', 'žmolit')"
žmolit,užmolit,V,V,u,prefix,"('u#', 'žmolit')"
žmolit,vyžmolit,V,V,vy,prefix,"('vy#', 'žmolit')"
žmolit,zažmolit,V,V,za,prefix,"('za#', 'žmolit')"
žmoulat,ožmoulat,V,V,o,prefix,"('o#', 'žmoulat')"
žmoulat,rozžmoulat,V,V,roz,prefix,"('roz#', 'žmoulat')"
žmoulat,sežmoulat,V,V,se,prefix,"('se#', 'žmoulat')"
žmoulat,užmoulat,V,V,u,prefix,"('u#', 'žmoulat')"
žmoulat,zažmoulat,V,V,za,prefix,"('za#', 'žmoulat')"
žilnatět,zžilnatět,V,V,z,prefix,"('z#', 'žilnatět')"
žlábkovat,žlábkování,V,N,ání,suffix,"('žlábkovat', '#ání')"
žloutnout,zažloutnout,V,V,za,prefix,"('za#', 'žlutý', '#nout')"
žloutnout,zežloutnout,V,V,ze,prefix,"('ze#', 'žlutý', '#nout')"
žďářit,žďáření,V,N,ení,suffix,"('z#', 'záře', '#it', '#ení')"
žulit,ožulit,V,V,o,prefix,"('o#', 'žulit')"
kleště,kleština,N,N,ina,suffix,"('kleště', '#ina')"
Bedřich,Bedřichův,N,J,ův,suffix,"('Bedřich', '#ův')"
Bedřich,Bedřiška,N,N,ka,suffix,"('Bedřich', '#ka')"
Bedřiška,Bedřiščin,N,J,in,suffix,"('Bedřich', '#ka', '#in')"
Anežka,Anežčin,N,J,in,suffix,"('Anežka', '#in')"
hagiografie,hagiografický,N,J,cký,suffix,"('hagiograf', '#ie', '#cký')"
závitník,závitníkový,N,J,ový,suffix,"('závitník', '#ový')"
závitník,závitníček,N,N,ek,suffix,"('závitník', '#ek')"
obilí,obilní,N,J,ní,suffix,"('obilí', '#ní')"
obilí,obilný,N,J,ný,suffix,"('obilí', '#ný')"
obilí,obilnatý,N,J,natý,suffix,"('obilí', '#natý')"
obilí,obilka,N,N,ka,suffix,"('obilí', '#ka')"
obilí,obilník,N,N,ník,suffix,"('obilí', '#ník')"
obilí,obilíčko,N,N,čko,suffix,"('obilí', '#čko')"
Přibyslav,Přibyslavsko,N,N,sko,suffix,"('Přibyslav', '#sko')"
Přibyslav,Přibyslavice,N,N,ice,suffix,"('Přibyslav', '#ice')"
chalkopyrit,chalkopyritový,N,J,ový,suffix,"('chalkopyrit', '#ový')"
móda,módnost,N,N,nost,suffix,"('móda', '#nost')"
sabat,sabatový,N,J,ový,suffix,"('sabat', '#ový')"
billboard,billboardový,N,J,ový,suffix,"('billboard', '#ový')"
billboard,megabillboard,N,N,mega,prefix,"('mega#', 'billboard')"
šabat,šabatový,N,J,ový,suffix,"('šabat', '#ový')"
žebrák,žebrákův,N,J,ův,suffix,"('žebrat', '#ák', '#ův')"
mačkat,zmačkat,V,V,z,prefix,"('z#', 'mačkat')"
mačkat,mačkání,V,N,ání,suffix,"('mačkat', '#ání')"
kukačka,kukaččin,N,J,in,suffix,"('kukat', '#čka', '#in')"
kukačka,kukačkový,N,J,ový,suffix,"('kukat', '#čka', '#ový')"
bazilika,bazilikový,N,J,ový,suffix,"('bazilika', '#ový')"
měděný,měděnka,J,N,ka,suffix,"('měď', '#ěný', '#ka')"
měděný,poměděný,J,J,po,prefix,"('po#', 'měď', '#ěný')"
vražedný,vražedně,J,R,ě,suffix,"('vražda', '#ný', '#ě')"
vražedný,vražedník,J,N,ík,suffix,"('vražda', '#ný', '#ík')"
vražedný,vražednice,J,N,ice,suffix,"('vražda', '#nice')"
vražedlný,vražedlně,J,R,ě,suffix,"('vražedlný', '#ě')"
vražedlný,vražedlník,J,N,ík,suffix,"('vražedlný', '#ík')"
tenor,tenorový,N,J,ový,suffix,"('tenor', '#ový')"
tenor,tenorista,N,N,ista,suffix,"('tenor', '#ista')"
tenor,kontratenor,N,N,kontra,prefix,"('kontra#', 'tenor')"
určit,určovat,V,V,ovat,suffix,"('u#', 'říct', '#ovat')"
určit,určitý,V,J,itý,suffix,"('u#', 'říct', '#itý')"
určit,určitý,V,J,ý,suffix,"('u#', 'říct', '#itý')"
Žofie,Žofka,N,N,ka,suffix,"('Žofie', '#ka')"
určovat,určování,V,N,ání,suffix,"('u#', 'říct', '#ovat', '#ání')"
určovat,určovací,V,J,cí,suffix,"('u#', 'říct', '#ovat', '#cí')"
určovat,určující,V,J,ující,suffix,"('u#', 'říct', '#ovat', '#ující')"
chromit,chromitový,N,J,ový,suffix,"('chrom', '#it', '#ový')"
chromit,ochromit,N,V,o,prefix,"('o#', 'chromý')"
rodokaps,rodokapsový,N,J,ový,suffix,"('rodokaps', '#ový')"
snesitedlný,snesitedlně,J,R,ě,suffix,"('snesitedlný', '#ě')"
Vendulka,Vendulčin,N,J,in,suffix,"('Vendulka', '#in')"
převádět,převáděč,V,N,č,suffix,"('převádět', '#č')"
převádět,převáděčka,V,N,čka,suffix,"('převádět', '#čka')"
zladit,zladěný,V,J,ěný,suffix,"('z#', 'lad', '#it', '#ěný')"
zladit,zladění,V,N,ní,suffix,"('z#', 'lad', '#it', '#ní')"
šos,šosní,N,J,ní,suffix,"('šos', '#ní')"
šos,šosák,N,N,ák,suffix,"('šos', '#ák')"
fóršus,fóršusek,N,N,ek,suffix,"('fóršus', '#ek')"
hydroponie,hydroponický,N,J,cký,suffix,"('hydroponie', '#cký')"
marihuana,marihuanový,N,J,ový,suffix,"('marihuana', '#ový')"
poskytovatel,poskytovatelka,N,N,ka,suffix,"('po#', 'skýtat', '#tel', '#ka')"
reklamace,reklamační,N,J,ní,suffix,"('reklama', '#ce', '#ní')"
Kamil,Kamilův,N,J,ův,suffix,"('Kamil', '#ův')"
Kamil,Kamila,N,N,a,suffix,"('Kamil', '#a')"
Kamila,Kamilin,N,J,in,suffix,"('Kamil', '#a', '#in')"
nemístný,nemístně,J,R,ě,suffix,"('nemístný', '#ě')"
nemístný,nemístnost,J,N,ost,suffix,"('nemístný', '#ost')"
tužit,utužit,V,V,u,prefix,"('u#', 'tužit')"
tužit,tužidlo,V,N,dlo,suffix,"('tužit', '#dlo')"
tužit,tužení,V,N,ení,suffix,"('tužit', '#ení')"
yperit,yperitový,N,J,ový,suffix,"('yperit', '#ový')"
močůvka,močůvkový,N,J,ový,suffix,"('moč', '#ka', '#ový')"
běžec,běžkyně,N,N,kyně,suffix,"('běžet', '#kyně')"
běžec,běžka,N,N,ka,suffix,"('běžet', '#ec', '#ka')"
běžec,běžecký,N,J,cký,suffix,"('běžet', '#ec', '#cký')"
přehodnotit,přehodnocení,V,N,ení,suffix,"('přehodnotit', '#ení')"
sodomie,sodomický,N,J,cký,suffix,"('sodomie', '#cký')"
zoofil,zoofilka,N,N,ka,suffix,"('zoofil', '#ka')"
zoofil,zoofilie,N,N,ie,suffix,"('zoofil', '#ie')"
zoofil,zoofilní,N,J,ní,suffix,"('zoofil', '#ní')"
komise,komisař,N,N,ař,suffix,"('komise', '#ař')"
komise,komisní,N,J,ní,suffix,"('komise', '#ní')"
slimák,slimákovec,N,N,ovec,suffix,"('slimák', '#ovec')"
slimák,slimákův,N,J,ův,suffix,"('slimák', '#ův')"
čeřen,čeřený,N,J,ý,suffix,"('čeřen', '#ý')"
desatero,desaterý,N,J,ý,suffix,"('desatero', '#ý')"
technologie,biotechnologie,N,N,bio,prefix,"('bio#', 'technika', '#log', '#ie')"
technologie,mikrotechnologie,N,N,mikro,prefix,"('mikro#', 'technika', '#log', '#ie')"
technologie,nanotechnologie,N,N,nano,prefix,"('nano#', 'technika', '#log', '#ie')"
cizopasník,cizopasnice,N,N,ice,suffix,"('cizopasný', '#ík', '#ice')"
názvosloví,názvoslovný,N,J,ný,suffix,"('názvosloví', '#ný')"
Kazimír,Kazimírův,N,J,ův,suffix,"('Kazimír', '#ův')"
Kazimír,Kazimíra,N,N,a,suffix,"('Kazimír', '#a')"
Miroslav,Miroslavův,N,J,ův,suffix,"('Miroslav', '#ův')"
Miroslav,Miroslavan,N,N,an,suffix,"('Miroslav', '#an')"
Zoltán,Zoltánův,N,J,ův,suffix,"('Zoltán', '#ův')"
těžba,těžební,N,J,ní,suffix,"('těžit', '#ba', '#ní')"
Toskánsko,Toskánec,N,N,ec,suffix,"('Toskánsko', '#ec')"
lotos,lotosový,N,J,ový,suffix,"('lotos', '#ový')"
půllitr,půllitrový,N,J,ový,suffix,"('půl#', 'litr', '#ový')"
sázka,sázkař,N,N,ař,suffix,"('sázet', '#ka', '#ař')"
sázka,sázkový,N,J,ový,suffix,"('sázet', '#ka', '#ový')"
kočička,kočiččin,N,J,in,suffix,"('kočička', '#in')"
taškář,taškářka,N,N,ka,suffix,"('taška', '#ář', '#ka')"
taškář,taškářský,N,J,ský,suffix,"('taška', '#ář', '#ský')"
taškář,taškářství,N,N,ství,suffix,"('taška', '#ář', '#ství')"
slabikotvorný,slabikotvornost,J,N,ost,suffix,"('slabikotvorný', '#ost')"
povrchový,povrchově,J,R,ě,suffix,"('po#', 'vrch', '#ový', '#ě')"
povrchový,podpovrchový,J,J,pod,prefix,"('pod#', 'po#', 'vrch', '#ový')"
řezbář,řezbářův,N,J,ův,suffix,"('řezbář', '#ův')"
řezbář,řezbářka,N,N,ka,suffix,"('řezbář', '#ka')"
řezbář,řezbářský,N,J,ský,suffix,"('řezbář', '#ský')"
snář,snářka,N,N,ka,suffix,"('sen', '#ář', '#ka')"
lhář,sedmilhář,N,N,sedmi,prefix,"('sedmi#', 'lhát', '#ář')"
dirigent,dirigentka,N,N,ka,suffix,"('dirigent', '#ka')"
dirigent,dirigentský,N,J,ský,suffix,"('dirigent', '#ský')"
lokna,loknový,N,J,ový,suffix,"('lokna', '#ový')"
chlebař,chlebařský,N,J,ský,suffix,"('chlebař', '#ský')"
chlebař,chlebařina,N,N,ina,suffix,"('chlebař', '#ina')"
chodbař,chodbařka,N,N,ka,suffix,"('chodit', '#ba', '#ař', '#ka')"
hubař,hubařův,N,J,ův,suffix,"('hubař', '#ův')"
hubař,hubařka,N,N,ka,suffix,"('hubař', '#ka')"
tortura,torturní,N,J,ní,suffix,"('tortura', '#ní')"
tortura,torturový,N,J,ový,suffix,"('tortura', '#ový')"
tmář,tmářství,N,N,ství,suffix,"('tma', '#ář', '#ství')"
lízat,líznout,V,V,nout,suffix,"('lízat', '#nout')"
lízat,slízat,V,V,s,prefix,"('s#', 'lízat')"
vtipkovat,vtipkování,V,N,ání,suffix,"('vtípek', '#ovat', '#ání')"
konzum,konzumace,N,N,ace,suffix,"('konzum', '#ace')"
konzum,konzumní,N,J,ní,suffix,"('konzum', '#ní')"
konzum,konzumovat,N,V,ovat,suffix,"('konzum', '#ovat')"
odročit,odročovat,V,V,ovat,suffix,"('odročit', '#ovat')"
odročit,odročený,V,J,ený,suffix,"('odročit', '#ený')"
odročit,odročení,V,N,ení,suffix,"('odročit', '#ení')"
prak,prakový,N,J,ový,suffix,"('prak', '#ový')"
pramenit,pramenění,V,N,ní,suffix,"('pramen', '#it', '#ní')"
datle,datlový,N,J,ový,suffix,"('datle', '#ový')"
normalizace,normalizační,N,J,ní,suffix,"('normalizace', '#ní')"
stáž,stážista,N,N,ista,suffix,"('stáž', '#ista')"
kojit,kojený,V,J,ený,suffix,"('kojit', '#ený')"
teče,neteče,N,N,ne,prefix,"('ne#', 'teče')"
teč,tečovat,N,V,ovat,suffix,"('teč', '#ovat')"
esej,esejista,N,N,ista,suffix,"('esej', '#ista')"
plynovod,plynovodní,N,J,ní,suffix,"('plynovod', '#ní')"
jedničkář,jedničkářka,N,N,ka,suffix,"('jeden', '#ička', '#ář', '#ka')"
Gabriela,Gabrielin,N,J,in,suffix,"('Gabriel', '#a', '#in')"
falc,falcký,N,J,cký,suffix,"('falc', '#cký')"
hranol,hranolový,N,J,ový,suffix,"('hrana', '#ol', '#ový')"
hranol,hranolek,N,N,ek,suffix,"('hrana', '#ol', '#ek')"
lobbista,lobbistka,N,N,ka,suffix,"('lobby', '#ista', '#ka')"
lobbista,lobbistický,N,J,cký,suffix,"('lobby', '#ista', '#cký')"
lobbista,lobbistův,N,J,ův,suffix,"('lobby', '#ista', '#ův')"
dopravák,dopravka,N,N,ka,suffix,"('dopravák', '#ka')"
dopravák,dopravácký,N,J,cký,suffix,"('dopravák', '#cký')"
vodák,vodácký,N,J,cký,suffix,"('voda', '#ák', '#cký')"
junák,junácký,N,J,cký,suffix,"('junák', '#cký')"
junák,junačka,N,N,ka,suffix,"('junák', '#ka')"
junák,junákyně,N,N,yně,suffix,"('junák', '#yně')"
škubat,škubání,V,N,ání,suffix,"('škubat', '#ání')"
škubat,naškubat,V,V,na,prefix,"('na#', 'škubat')"
škubat,rozškubat,V,V,roz,prefix,"('roz#', 'škubat')"
škubat,vyškubat,V,V,vy,prefix,"('vy#', 'škubat')"
škubat,škubnout,V,V,nout,suffix,"('škubat', '#nout')"
lotyšský,lotyšsky,J,R,y,suffix,"('Lotyš', '#ský', '#y')"
aljašský,aljašsky,J,R,y,suffix,"('Aljaška', '#ský', '#y')"
cvilink,cvilinkový,N,J,ový,suffix,"('cvilink', '#ový')"
paragraf,paragrafový,N,J,ový,suffix,"('paragraf', '#ový')"
fond,podfond,N,N,pod,prefix,"('pod#', 'fond')"
sněmovna,sněmovní,N,J,í,suffix,"('sněm', '#ovna', '#í')"
jiřina,jiřinář,N,N,ář,suffix,"('jiřina', '#ář')"
František,Františkův,N,J,ův,suffix,"('František', '#ův')"
orientační,orientačně,J,R,ě,suffix,"('orient', '#ace', '#ní', '#ě')"
sirka,sirkový,N,J,ový,suffix,"('síra', '#ka', '#ový')"
sirka,sirkař,N,N,ař,suffix,"('síra', '#ka', '#ař')"
sirka,sirkárna,N,N,árna,suffix,"('síra', '#ka', '#árna')"
švindl,švindlíř,N,N,íř,suffix,"('švindl', '#íř')"
švindl,švindlovat,N,V,ovat,suffix,"('švindl', '#ovat')"
švindlovat,švindlování,V,N,ání,suffix,"('švindl', '#ovat', '#ání')"
lunapark,lunaparkový,N,J,ový,suffix,"('lunapark', '#ový')"
obrátit,obrátka,V,N,ka,suffix,"('obrátit', '#ka')"
soukmenovec,soukmenovkyně,N,N,kyně,suffix,"('sou#', 'kmen', '#ový', '#kyně')"
zakázat,zakázaný,V,J,aný,suffix,"('za#', 'kázat', '#aný')"
zakázat,zakázka,V,N,ka,suffix,"('za#', 'kázat', '#ka')"
divák,divácký,N,J,cký,suffix,"('dívat se', '#ák', '#cký')"
divák,divačka,N,N,ka,suffix,"('dívat se', '#ák', '#ka')"
gilotina,gilotinovat,N,V,ovat,suffix,"('gilotina', '#ovat')"
gilotina,gilotinový,N,J,ový,suffix,"('gilotina', '#ový')"
vyléčit,vyléčení,V,N,ení,suffix,"('vy#', 'lék', '#it', '#ení')"
vyléčit,vyléčený,V,J,ený,suffix,"('vy#', 'lék', '#it', '#ený')"
ukázka,ukázkový,N,J,ový,suffix,"('u#', 'kázat', '#ka', '#ový')"
ukázka,poukázka,N,N,po,prefix,"('po#', 'u#', 'kázat', '#ka')"
biograf,biografka,N,N,ka,suffix,"('biograf', '#ka')"
biograf,biografie,N,N,ie,suffix,"('bio#', '-grafie')"
biograf,autobiograf,N,N,auto,prefix,"('auto#', 'biograf')"
biograf,biografový,N,J,ový,suffix,"('biograf', '#ový')"
propustit,propustnost,V,N,nost,suffix,"('pro#', 'pustit', '#nost')"
propustit,propustný,V,J,ný,suffix,"('pro#', 'pustit', '#ný')"
panychida,panychidový,N,J,ový,suffix,"('panychida', '#ový')"
červovitý,červovitě,J,R,ě,suffix,"('červovitý', '#ě')"
kořist,kořistník,N,N,ník,suffix,"('kořist', '#ník')"
dioda,diodový,N,J,ový,suffix,"('dioda', '#ový')"
dioda,fotodioda,N,N,foto,prefix,"('foto#', 'dioda')"
doplnit,doplňovat,V,V,ovat,suffix,"('do#', 'plný', '#it', '#ovat')"
doplnit,doplnění,V,N,ní,suffix,"('do#', 'plný', '#it', '#ní')"
elektronický,elektronicky,J,R,y,suffix,"('elektron', '#cký', '#y')"
steak,steakový,N,J,ový,suffix,"('steak', '#ový')"
penězokaz,penězokazka,N,N,ka,suffix,"('penězokaz', '#ka')"
diskotéka,diskotékový,N,J,ový,suffix,"('diskotéka', '#ový')"
nekromant,nekromantský,N,J,ský,suffix,"('nekromant', '#ský')"
penalta,penaltový,N,J,ový,suffix,"('penalta', '#ový')"
Sokol,Sokolův,N,J,ův,suffix,"('Sokol', '#ův')"
Sokol,Sokolová,N,N,ová,suffix,"('Sokol', '#ová')"
škrtnout,rozškrtnout,V,V,roz,prefix,"('roz#', 'škrtnout')"
svérázný,svéráznost,J,N,ost,suffix,"('svéráz', '#ný', '#ost')"
svérázný,svérázně,J,R,ě,suffix,"('svéráz', '#ný', '#ě')"
uniforma,uniformní,N,J,ní,suffix,"('uniforma', '#ní')"
uniforma,uniformový,N,J,ový,suffix,"('uniforma', '#ový')"
uniforma,uniformovat,N,V,ovat,suffix,"('uniforma', '#ovat')"
bageta,bagetka,N,N,ka,suffix,"('bageta', '#ka')"
bageta,bagetový,N,J,ový,suffix,"('bageta', '#ový')"
bageta,bagetárna,N,N,árna,suffix,"('bageta', '#árna')"
fanda,fandit,N,V,it,suffix,"('fanda', '#it')"
baterie,bateriový,N,J,ový,suffix,"('baterie', '#ový')"
anemometr,anemometrický,N,J,cký,suffix,"('anemometr', '#cký')"
přenocovat,přenocování,V,N,ání,suffix,"('přenocovat', '#ání')"
soudnička,soudničkář,N,N,ář,suffix,"('soudnička', '#ář')"
fotogenický,fotogenicky,J,R,y,suffix,"('fotogenický', '#y')"
cihlář,cihlářský,N,J,ský,suffix,"('cihla', '#ář', '#ský')"
křesťan,křesťanův,N,J,ův,suffix,"('křest', '#an', '#ův')"
křesťan,nekřesťan,N,N,ne,prefix,"('ne#', 'křest', '#an')"
křesťan,novokřesťan,N,N,novo,prefix,"('novo#', 'křest', '#an')"
křesťan,polokřesťan,N,N,polo,prefix,"('polo#', 'křest', '#an')"
křesťan,spolukřesťan,N,N,spolu,prefix,"('spolu#', 'křest', '#an')"
houbička,houbičkový,N,J,ový,suffix,"('houba', '#ička', '#ový')"
podepsat,podepsaný,V,J,aný,suffix,"('pod#', 'psát', '#aný')"
podepsat,podepsání,V,N,ání,suffix,"('pod#', 'psát', '#ání')"
astrolog,astrologie,N,N,ie,suffix,"('astrolog', '#ie')"
echo,echový,N,J,ový,suffix,"('echo', '#ový')"
vybraný,vybraně,J,R,ě,suffix,"('vy#', 'brát', '#aný', '#ě')"
oponent,oponentka,N,N,ka,suffix,"('oponent', '#ka')"
oponent,oponentní,N,J,ní,suffix,"('oponent', '#ní')"
oponent,oponentský,N,J,ský,suffix,"('oponent', '#ský')"
vykartovat,vykartování,V,N,ání,suffix,"('vykartovat', '#ání')"
vykartovat,vykartovaný,V,J,aný,suffix,"('vykartovat', '#aný')"
skartovat,skartování,V,N,ání,suffix,"('skartovat', '#ání')"
skartovat,skartovaný,V,J,aný,suffix,"('skartovat', '#aný')"
náčelník,náčelnice,N,N,ice,suffix,"('náčelník', '#ice')"
náčelník,náčelnictví,N,N,ctví,suffix,"('náčelník', '#ctví')"
náčelník,náčelnictvo,N,N,ctvo,suffix,"('náčelník', '#ctvo')"
náčelník,náčelnický,N,J,cký,suffix,"('náčelník', '#cký')"
náčelník,náčelníkův,N,J,ův,suffix,"('náčelník', '#ův')"
rozhledna,rozhlednový,N,J,ový,suffix,"('rozhled', '#na', '#ový')"
uskutečnit,uskutečňovat,V,V,ovat,suffix,"('u#', 'skutek', '#ný', '#ovat')"
uskutečnit,uskutečnění,V,N,ní,suffix,"('u#', 'skutek', '#ný', '#ní')"
uskutečnit,uskutečněný,V,J,ěný,suffix,"('u#', 'skutek', '#ný', '#ěný')"
schválit,schválení,V,N,ení,suffix,"('s#', 'chválit', '#ení')"
schválit,schválený,V,J,ený,suffix,"('s#', 'chválit', '#ený')"
kočovat,kočovný,V,J,ný,suffix,"('kočovat', '#ný')"
starší,staršina,N,N,ina,suffix,"('starší', '#ina')"
pobyt,pobytový,N,J,ový,suffix,"('pobyt', '#ový')"
mejt,mejdlo,V,N,dlo,suffix,"('mejt', '#dlo')"
mejt,umejt,V,V,u,prefix,"('u#', 'mejt')"
bzdít,nebzdít,V,V,ne,prefix,"('ne#', 'bzdít')"
zhoršit,zhoršovat,V,V,ovat,suffix,"('z#', 'horší', '#ovat')"
pohraničí,pohraniční,N,J,ní,suffix,"('pohraničí', '#ní')"
překvapit,překvapovat,V,V,ovat,suffix,"('pře#', 'kvapit', '#ovat')"
restauratér,restauratérka,N,N,ka,suffix,"('restauratér', '#ka')"
restaurátor,restaurátorka,N,N,ka,suffix,"('restaurátor', '#ka')"
restaurátor,restaurátorský,N,J,ský,suffix,"('restaurátor', '#ský')"
restaurátor,restaurátorství,N,N,ství,suffix,"('restaurátor', '#ství')"
Paul,Paulův,N,J,ův,suffix,"('Paul', '#ův')"
gramofon,gramofonový,N,J,ový,suffix,"('gramofon', '#ový')"
gramofon,radiogramofon,N,N,radio,prefix,"('radio#', 'gramofon')"
přetékat,přetékání,V,N,ání,suffix,"('přetékat', '#ání')"
pytlák,pytlačka,N,N,ka,suffix,"('pytlák', '#ka')"
pytlák,pytláček,N,N,ek,suffix,"('pytlák', '#ek')"
pytlák,pytlákův,N,J,ův,suffix,"('pytlák', '#ův')"
pytlák,pytlácký,N,J,cký,suffix,"('pytlák', '#cký')"
pytlák,pytláctví,N,N,ctví,suffix,"('pytlák', '#ctví')"
vál,válek,N,N,ek,suffix,"('vál', '#ek')"
rudl,rudlík,N,N,ík,suffix,"('rudl', '#ík')"
šišinka,šišinkový,N,J,ový,suffix,"('šišinka', '#ový')"
evakuace,evakuační,N,J,ní,suffix,"('evakuovat', '#ace', '#ní')"
hodnost,hodnostní,N,J,ní,suffix,"('hod', '#ný', '#ost', '#ní')"
potkat,potkávat,V,V,ávat,suffix,"('po#', 'tknout', '#ávat')"
potkat,potkání,V,N,ání,suffix,"('po#', 'tknout', '#ání')"
transformátor,transformátorový,N,J,ový,suffix,"('transformátor', '#ový')"
transformátor,transformátorovna,N,N,ovna,suffix,"('transformátor', '#ovna')"
transformátor,transformátorek,N,N,ek,suffix,"('transformátor', '#ek')"
transformátor,autotransformátor,N,N,auto,prefix,"('auto#', 'transformátor')"
substituce,substituční,N,J,ní,suffix,"('substituce', '#ní')"
vazelína,vazelínový,N,J,ový,suffix,"('vazelína', '#ový')"
plačíc,plačící,V,J,í,suffix,"('plačíc', '#í')"
sluchátko,sluchátkový,N,J,ový,suffix,"('sluch', '#átko', '#ový')"
chybit,chybení,V,N,ení,suffix,"('chyba', '#it', '#ení')"
vzpřímený,vzpřímeně,J,R,ě,suffix,"('vzpřímený', '#ě')"
fasovat,nafasovat,V,V,na,prefix,"('na#', 'fasovat')"
dostávat,dostávání,V,N,ání,suffix,"('dostat', '#ávat', '#ání')"
dílek,dílčí,N,J,í,suffix,"('díl', '#ek', '#í')"
magnetofon,magnetofonový,N,J,ový,suffix,"('magnetofon', '#ový')"
alkovna,alkovní,N,J,í,suffix,"('alkovna', '#í')"
alkovna,alkovnička,N,N,ička,suffix,"('alkovna', '#ička')"
praskat,popraskat,V,V,po,prefix,"('po#', 'praskat')"
praskat,rozpraskat,V,V,roz,prefix,"('roz#', 'praskat')"
praskat,prasknout,V,V,nout,suffix,"('praskat', '#nout')"
praskat,praskání,V,N,ání,suffix,"('praskat', '#ání')"
práskat,spráskat,V,V,s,prefix,"('s#', 'práskat')"
práskat,práskání,V,N,ání,suffix,"('práskat', '#ání')"
zrůdný,zrůdně,J,R,ě,suffix,"('z#', 'rod', '#ný', '#ě')"
zrůdný,zrůdnost,J,N,ost,suffix,"('z#', 'rod', '#ný', '#ost')"
úchylný,úchylně,J,R,ě,suffix,"('úchyl', '#ný', '#ě')"
úchylný,úchylnost,J,N,ost,suffix,"('úchyl', '#ný', '#ost')"
zvrhlý,zvrhlost,J,N,ost,suffix,"('zvrhlý', '#ost')"
ebola,ebolový,N,J,ový,suffix,"('ebola', '#ový')"
podlý,podle,J,R,e,suffix,"('podlý', '#e')"
podlý,podlost,J,N,ost,suffix,"('podlý', '#ost')"
žárovčička,žárovčičkový,N,J,ový,suffix,"('žárovčička', '#ový')"
odpočinek,odpočinkový,N,J,ový,suffix,"('odpočinek', '#ový')"
bobek,bobeček,N,N,ek,suffix,"('bob', '#ek', '#ek')"
bobek,bobkový,N,J,ový,suffix,"('bob', '#ek', '#ový')"
krátkodobý,krátkodobě,J,R,ě,suffix,"('krátkodobý', '#ě')"
krátkodobý,krátkodobost,J,N,ost,suffix,"('krátkodobý', '#ost')"
lampas,lampasový,N,J,ový,suffix,"('lampas', '#ový')"
lampas,lampasák,N,N,ák,suffix,"('lampas', '#ák')"
enormní,enormně,J,R,ě,suffix,"('enormní', '#ě')"
kurzíva,kurzívní,N,J,ní,suffix,"('kurzíva', '#ní')"
kurzíva,polokurzíva,N,N,polo,prefix,"('polo#', 'kurzíva')"
cirkus,cirkusový,N,J,ový,suffix,"('cirkus', '#ový')"
cirkus,cirkusák,N,N,ák,suffix,"('cirkus', '#ák')"
kočovný,kočovně,J,R,ě,suffix,"('kočovat', '#ný', '#ě')"
kočovný,kočovnost,J,N,ost,suffix,"('kočovat', '#ný', '#ost')"
kočovný,kočovník,J,N,ík,suffix,"('kočovat', '#ný', '#ík')"
coroční,coročně,J,R,ě,suffix,"('coroční', '#ě')"
helma,helmice,N,N,ice,suffix,"('helma', '#ice')"
helma,helmový,N,J,ový,suffix,"('helma', '#ový')"
radvanec,radvancový,N,J,ový,suffix,"('radvanec', '#ový')"
folklór,folklórní,N,J,ní,suffix,"('folklór', '#ní')"
burgán,burgánový,N,J,ový,suffix,"('burgán', '#ový')"
žertva,žertvička,N,N,ička,suffix,"('žertva', '#ička')"
žertva,žertviště,N,N,iště,suffix,"('žertva', '#iště')"
rezavět,zrezavět,V,V,z,prefix,"('z#', 'rezavět')"
pařan,pařanka,N,N,ka,suffix,"('pařan', '#ka')"
rypák,rypáček,N,N,ek,suffix,"('rýpat', '#ák', '#ek')"
těsnopis,těsnopisný,N,J,ný,suffix,"('těsný', '#pis', '#ný')"
těsnopis,těsnopisec,N,N,ec,suffix,"('těsný', '#pis', '#ec')"
